text,label,phishing_type,severity,confidence
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: love, replacement cards, unexpected situation, contract

Regards,
Casey Khan",1,romance_dating,medium,0.85
"Subject: Lab booking confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Taylor Garcia",0,legitimate,low,0.96
"Hi there, this is the account services accounts team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: state facebook mcafee board immigration

Sincerely,
Avery Khan",1,authority_scam,high,0.9
"Dear user, this is the customs accounts team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: medicaid twitter fbi

Risk Operations,
Riley Wong",1,authority_scam,high,0.8
"Subject: Performance feedback

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Sam Patel",0,legitimate,low,0.98
"Subject: Welcome aboard

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Jordan Singh",0,legitimate,low,0.98
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: oil rig, transfer back, contract, deployed, love

Security Team,
Jamie Nguyen",1,romance_dating,high,0.87
"Hello, congratulations! You are the selected recipient of a refund. To claim your payment of €5,000, please provide your routing number to process the total. This offer is available today only.

Keywords: tax cash $ routing number

Security Team,
Casey Lee",1,financial_scam,high,0.92
"Subject: Onboarding checklist

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Taylor Garcia",0,legitimate,low,0.97
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: transfer back, unexpected situation, soldier, charity gala, we talked

IT Desk,
Avery Garcia",1,romance_dating,medium,0.71
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: network, customer service, system administrator

Support Desk,
Riley Wong",1,tech_support,high,0.92
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: access code, verification code, two factor, authentication

Account Services,
Cameron Singh",1,credential_harvesting,high,0.79
"Subject: Conference registration

Thanks for attending the workshop. Here are the links to references and the slide deck.

Let me know if the timing works for you.

Best,
Avery Lee",0,legitimate,low,0.95
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: love, doctor, temporary loan, traveler, military

Regards,
Taylor Singh",1,romance_dating,medium,0.84
"Subject: Weekly status report

Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Sam Singh",0,legitimate,low,0.99
"Hi there, your account has been restricted. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: access code 2fa security code activation code

Security Team,
Sam Singh",1,credential_harvesting,high,0.94
"Attention, final warning. Failure to respond will freeze your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: forfeit hold cancel action required

Support Desk,
Taylor Nguyen",1,threats,high,0.84
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: notification, link, sensitive, announcement, do not reply

Compliance Team,
Casey Garcia",1,generic_phishing,low,0.84
"Subject: Office maintenance

Sharing the revised documentation with examples. The new endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Riley Wong",0,legitimate,low,0.97
"Hi there, your profile has been restricted. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: reset settings recover account signin

Support Desk,
Jamie Patel",1,credential_harvesting,high,0.81
"Dear customer, this is the irs security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: account customs norton government

Risk Operations,
Jordan Khan",1,authority_scam,high,0.91
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: access code, authentication, log in, personal information, account, reset

IT Desk,
Casey Brown",1,credential_harvesting,high,0.91
